"newspaper","location","circulation","e2016","e2012","link","lat","lng","blurb"
"USA Today","National",3866618,"NT","No endorsement","http://www.usatoday.com/story/opinion/2016/09/29/dont-vote-for-donald-trump-editorial-board-editorials-debates/91295020/",38.93222,-77.219023,"In the 34-year history of USA TODAY, the Editorial Board has never taken sides in the presidential race. Instead, we’ve expressed opinions about the major issues and haven’t presumed to tell our readers, who have a variety of priorities and values, which choice is best for them. Because every presidential race is different, we revisit our no-endorsement policy every four years. We’ve never seen reason to alter our approach. Until now."
"The New York Times","New York, NY",1119112,"C","Barack Obama","http://www.nytimes.com/2016/09/25/opinion/sunday/hillary-clinton-for-president.html",40.7560866,-73.9901119,"In any normal election year, we’d compare the two presidential candidates side by side on the issues. But this is not a normal election year. A comparison like that would be an empty exercise in a race where one candidate — our choice, Hillary Clinton — has a record of service and a raft of pragmatic ideas, and the other, Donald Trump, discloses nothing concrete about himself or his plans while promising the moon and offering the stars on layaway. "
"Los Angeles Times","Los Angeles, CA",965598,"C","Barack Obama","http://www.latimes.com/opinion/editorials/la-ed-hillary-endorsement-20160923-snap-story.html",34.053009,-118.244596,"The election of Hillary Clinton as the first female president of the United States would surely be as exhilarating as it is long overdue, a watershed moment in American history after centuries of discrimination against women. But that’s not the chief reason to vote for her. She deserves America’s support because she is the overwhelmingly better candidate. Against a Romney or a McCain, she would almost certainly be our choice. Against Trump? The question answers itself."
"Houston Chronicle","Houston, TX",925085,"C","Mitt Romney","http://www.chron.com/opinion/recommendations/article/For-Hillary-Clinton-8650345.php",29.7870671,-95.6831234,"America&rsquo;s first female president would be in the Oval Office more than a century and a half after a determined group of women launched the women&rsquo;s suffrage movement, almost a century after women in this country won the right to vote. It&rsquo;s a milestone, to be sure. Few could have imagined it would be so consequential."
"Chicago Tribune","Chicago, IL",769215,"J","Barack Obama","http://www.chicagotribune.com/news/opinion/editorials/ct-gary-johnson-president-endorsement-edit-1002-20160930-story.html",41.8826671,-87.6237626,"Theirs is small-L libertarianism, built on individual freedom and convinced that, at both ends of Pennsylvania Avenue, official Washington is clumsy, expensive and demonstrably unable to solve this nation&rsquo;s problems. They speak of reunifying an America now balkanized into identity and economic groups — and of avoiding their opponents&rsquo; bullying behavior and sanctimonious lectures."
"The Dallas Morning News","Dallas, TX",707792,"C","Mitt Romney","http://www.dallasnews.com/opinion/editorials/2016/09/07/recommend-hillary-clinton-us-president",32.7766642,-96.7969879,"Trump&rsquo;s values are hostile to conservatism. He plays on fear — exploiting base instincts of xenophobia, racism and misogyny — to bring out the worst in all of us, rather than the best. His serial shifts on fundamental issues reveal an astounding absence of preparedness. And his improvisational insults and midnight tweets exhibit a dangerous lack of judgment and impulse control."
"San Jose Mercury News","San Jose, CA",634001,"C","Barack Obama","http://www.mercurynews.com/2016/10/21/editorial-hillary-clinton-for-president/",37.3382082,-121.8863286,"Clinton is highly qualified to be president. Trump is utterly unqualified. If he wins – which could happen if enough good citizens stay home Election Day – the shifts in American society affecting minorities, women, immigrants, Muslims and others will sharpen divides among us rather than healing them, as Clinton would try to do."
"The Washington Post","Washington, DC",620041,"C","Barack Obama","https://www.washingtonpost.com/opinions/hillary-clinton-for-president/2016/10/12/665f9698-8caf-11e6-bf8a-3d26847eeed4_story.html?utm_term=.946f2c7aeee7",38.902997,-77.030272,"In the gloom and ugliness of this political season, one encouraging truth is often overlooked: There is a well-qualified, well-prepared candidate on the ballot. Hillary Clinton has the potential to be an excellent president of the United States, and we endorse her without hesitation."
"Star Tribune","Minneapolis, MN",589725,"C","Barack Obama","http://www.startribune.com/star-tribune-editorial-board-endorsement-hillary-clinton-for-president/397983561/",44.977753,-93.2650108,"A vote for Hillary Clinton is a historic choice for a woman who is fiercely committed to using government as a force for good, who is capable of working to strike a pragmatic balance among competing interests and who brings a lifetime of experience to one of the toughest jobs the world has to offer."
"The Denver Post","Denver, CO",573542,"C","Barack Obama","http://www.denverpost.com/2016/10/07/denver-post-endorses-hillary-clinton-for-president/",39.7392358,-104.990251,"Democrat Hillary Clinton, the first woman ever to win a major-party nomination, is without question the most qualified candidate in the race for president and an easy call to make when considering the challenges confronting the nation."
"East Bay Times","Walnut Creek, CA",525000,"C","Barack Obama","http://www.eastbaytimes.com/2016/10/21/editorial-hillary-clinton-for-president/",37.924175,-122.028358,"The core problem with Trump is not his policies, however. It’s the character of the man: His stunning disregard – or ignorance – of facts about domestic and particularly foreign policy issues, most evident in his admiration of Russian leader and international thug Vladimir Putin; his frequent denial of having said or done things that are factually provable; his refusal to release his tax returns or put his businesses in a blind trust if he wins, opening wide the door to corruption."
"Newsday","Melville, NY",510683,"C","Mitt Romney","http://www.newsday.com/opinion/editorial/hillary-clinton-should-be-our-next-president-1.12483084",40.762572,-73.403686,"Clinton speaks a language America needs now. It is one of bridges, not walls. Of engaging with the world, not withdrawing from it. Of adapting to a changing economy, not reverting to one from a time long gone. Of dealing with climate change, not pretending it does not exist."
"The Philadelphia Inquirer","Philadelphia, PA",497142,"C","Barack Obama","http://www.philly.com/philly/opinion/Inquirer-Editorial-Clinton-easily-the-best-candidate-for-president.html",39.9525839,-75.1652215,"The landscape of the American political system may be forever changed by the Republican Party’s unapologetic nominee, whose scorched-earth, insult-driven, egomaniacal campaign long ago stopped caring about collateral damage to the party or down-ticket GOP candidates."
"The Arizona Republic","Phoenix, AZ",496390,"C","Mitt Romney","http://www.azcentral.com/story/opinion/editorial/2016/09/27/hillary-clinton-endorsement/91198668/",33.4518174,-112.070865,"Since The Arizona Republic began publication in 1890, we have never endorsed a Democrat over a Republican for president. Never. This reflects a deep philosophical appreciation for conservative ideals and Republican principles.\nThis year is different."
"Chicago Sun-Times","Chicago, IL",479998,"C","No endorsement","http://chicago.suntimes.com/opinion/editorial-vote-for-clinton-and-avert-a-train-wreck/",41.8428532,-87.6683989,"We endorse the real Hillary Clinton, flawed but upstanding, not the caricature created by her detractors over 30 years. Spare us the manufactured scandal of Benghazi. Spare us the baseless questions about her health. We endorse the Hillary Clinton who grew up in Park Ridge wanting to change the world, who worked for the welfare of children in Arkansas, who worked effectively across party lines as a senator from New York and who gave her all as a globetrotting secretary of state. "
"Tampa Bay Times","St. Petersburg, FL",475942,"C","Barack Obama","http://www.tampabay.com/opinion/editorials/times-recommends-hillary-clinton-for-president/2296789",28.065116,-82.4361793,"Hillary Clinton is the only candidate for president with the values, experience and knowledge to meet the challenges at home and abroad. Donald Trump is stunningly unprepared and temperamentally unfit for the presidency, and he has played upon our deepest fears and worst impulses with reckless rhetoric, wild promises and flagrant disregard for the truth. "
"St. Louis Post-Dispatch","St. Louis, MO",438058,"C","Barack Obama","http://www.stltoday.com/news/opinion/columns/the-platform/editorial-hillary-clinton-for-president/article_589a3b9b-8efb-53a6-9129-e0c8a9669ffa.html",38.6398553,-90.2857775,"Clinton understands what an awesome responsibility it is to lead a nation because she has spent the bulk of her adult life participating in that very endeavor."
"The Plain Dealer","Cleveland, OH",397891,"C","Barack Obama","http://www.cleveland.com/opinion/index.ssf/2016/10/using_lebron_james_as_endorsem.html",41.49932,-81.6943605,"In an election marked by the absurd emergence of a candidate best known for fabricating his own celebrity, we have opted to go with the spirit of this election season and use an over-the-top vehicle – our concurrence with Northeast Ohio&rsquo;s own international celebrity — for announcing our choice.\nWe say, quite simply, we agree with LeBron James&rsquo; choice of Hillary Clinton."
"The Boston Globe","Boston, MA",377405,"C","Barack Obama","https://www.bostonglobe.com/opinion/editorials/2016/10/08/hillary-clinton-for-president/FskxtCff9ErrN3TW4OJb6O/story.html",42.3181536,-71.0508836,"Only one candidate on the ballot Nov. 8 belongs anywhere near the White House, and it’s Hillary Clinton. The Globe enthusiastically endorses her candidacy, and urges voters to run, not walk, to their nearest polling place when early voting begins in Massachusetts on Oct. 24."
"San Antonio Express News","San Antonio, TX",356401,"C","Barack Obama","http://www.mysanantonio.com/opinion/editorials/article/Clinton-the-logical-choice-for-president-9517516.php",29.4241219,-98.4936282,"In Clinton, Democrats have offered a flawed candidate with a penchant for unforced errors and secrecy, both of which fuel distrust. But Trump’s policy prescriptions alone — much less his abundant character flaws — simply render him unqualified."
"Detroit Free Press","Detroit, MI",355000,"C","Barack Obama","http://www.freep.com/story/opinion/editorials/2016/10/30/free-press-endorsement-hillary-clinton-accomplished-mature-choice/92890252/",42.3300569,-83.0510303,"Clinton’s America draws strength and stability from its diversity; Trumps stews in racial, ethnic and religious resentments, romanticizing a vanished America in which white men reigned supreme and everyone else — women, blacks, Hispanics, Muslims — competed for their favor."
"The Seattle Times","Seattle, WA",352131,"C","Barack Obama","http://www.seattletimes.com/opinion/editorials/the-times-recommends-hillary-clinton-the-only-choice-for-president/",47.6114776,-122.3370786,"Both candidates are flawed. But one of them, Republican nominee Donald Trump, poses an enormous risk to America’s prosperity, security and stability."
"AM New York","New York, NY",336000,"C","","http://www.amny.com/opinion/editorial/amnewyork-endorses-hillary-clinton-for-president-1.12491088",40.7535222,-73.9766297,"In this ugly campaign, it’s easy to forget Clinton’s skills. She’s steady, mature, tough, intelligent and deeply knowledgeable about policy and government. She knows that complex problems have neither simple diagnoses nor simple solutions, and that continuing to move forward is often the best idea."
"The San Diego Union-Tribune","San Diego, CA",334723,"C","Mitt Romney","http://www.sandiegouniontribune.com/opinion/the-conversation/sd-hillary-clinton-endorsement-for-president-20160929-story.html",32.715738,-117.1610838,"This paper has not endorsed a Democrat for president in its 148-year history. But we endorse Clinton. She’s the safe choice for the U.S. and for the world, for Democrats and Republicans alike."
"Milwaukee Journal Sentinel","Milwaukee, WI",318711,"NT","No endorsement","http://www.jsonline.com/story/opinion/editorials/2016/11/04/editorial-first-say-donald-trump/93289524/",43.042521,-87.915224,"Given the primary importance we place on transparent, honest government — in which elected officials present their positions in civil and open debate, letting the citizens decide — we urge voters, above all else, to ensure that the dangerous demagogue Trump is not elected."
"New York Daily News","New York, NY",312736,"C","Mitt Romney","http://www.nydailynews.com/opinion/daily-news-editorial-board-hillary-clinton-president-article-1.2730476",40.7127837,-74.0059413,"Heaven help America were, unthinkably, Clinton to fail. She is all that stands between the United States of America and never-before-seen proof that the Founding Fathers weren’t all that they’ve been cracked up to be."
"The Star-Ledger","Newark, NJ",289882,"C","Barack Obama","http://www.nj.com/opinion/index.ssf/2016/10/clinton_for_president_why_we_need_a_landslide_edit.html",40.731241,-74.1789668,"This list goes on and on. On every issue, Trump offers angry bumper stickers, and Clinton counters with reasonable plans rooted in the center-left of the political spectrum."
"San Francisco Chronicle","San Francisco, CA",277909,"C","Barack Obama","http://www.sfchronicle.com/opinion/editorials/article/Chronicle-recommends-Hillary-Clinton-for-9123797.php",37.782373,-122.406453,"This is no ordinary race between a Republican and Democrat, or conservative and liberal, or reformer and defender of the status quo. It is a test of whether American voters have the wisdom to identify and dispel a demagogue with authoritarian instincts who is treating a run for the presidency as if it were a reality TV show where outlandishness is the coin of the realm."
"Orange County Register","Santa Ana, CA",270742,"NO","No Endorsement","http://www.ocregister.com/articles/election-734530-accurately-word.html",33.745573,-117.867834,"Ultimately, either Donald Trump or Hillary Clinton will be elected president. But neither they, or their third-party challengers, inspire enough confidence for our Editorial Board to offer an endorsement."
"Fort Worth Star-Telegram","Fort Worth, TX",268244,"NT","Mitt Romney","http://www.star-telegram.com/opinion/editorials/article109599257.html",32.7554883,-97.3307658,"Still, most of what Trump has shown us has been so dark, so negative, so lacking in the knowledge and demeanor essential in our president that we must urge our readers to reject him."
"The Sacramento Bee","Sacramento, CA",264083,"C","Barack Obama","http://www.sacbee.com/opinion/editorials/article105089096.html",38.5527785,-121.379682,"We know what to expect from a Clinton presidency. She is not a charismatic, inspirational leader. But she is a hardworking, smart politician who can tackle terrorism, financial insecurity and the other very complicated problems we face today. With an even moderately cooperative Congress, she will make America a fairer place with more opportunity."
"The San Francisco Examiner","San Francisco, CA",254237,"C","Barack Obama","http://www.sfexaminer.com/examiner-endorsements-u-s-president/",37.785277,-122.407029,"It is fashionable for editorial endorsements for president these days to be more anti-Trump than pro-Clinton, and we will not buck that trend here. As we said in our endorsement for Bernie Sanders in the June primary, Clinton has many drawbacks as a candidate: &lsquo;Hillary Clinton is a flawed standard bearer for the [Democratic] party.&rsquo;\nBut they are flaws we can live with. The same can not be said of Trump."
"Orlando Sentinel","Orlando, FL",221613,"C","Mitt Romney","http://www.orlandosentinel.com/opinion/os-ed-endorsements-president-20161015-story.html",28.628504,-81.445348,"Most of her bills as a senator had Republican co-sponsors. She worked across the aisle to get federal funds to rebuild New York after the 9-11 attacks and provide health care for first responders. As secretary of state, she met with leaders in 112 countries, brokered a cease-fire between Israel and Hamas, rallied other world powers to impose sanctions on Iran and continued her career-long advocacy for the rights of women and girls."
"The Columbus Dispatch","Columbus, OH",221547,"C","Mitt Romney","http://www.dispatch.com/content/stories/editorials/2016/10/09/1-editorial-for-president-trump-unfit-clinton-is-qualified.html",39.926375,-83.134058,"The Dispatch traditionally has endorsed Republican presidential candidates, but Trump does not espouse or support traditional Republican values, such as fiscal prudence, limited government and free trade, not to mention civility and decency. We are disappointed that so many Republican leaders have accommodated a narcissistic, morally bankrupt candidate who is so clearly out of step with those values."
"The Oregonian","Portland, OR",216798,"NO","No endorsement","http://www.oregonlive.com/opinion/index.ssf/2016/10/why_we_wont_endorse_a_presiden.html",45.5968526,-122.7324421,"Our goal as an editorial board is to have an impact in our community. And we don&rsquo;t think an endorsement for president would move the needle."
"The Kansas City Star","Kansas City, MO",213169,"C","Barack Obama","http://www.kansascity.com/opinion/editorials/article108280082.html",39.095531,-94.579827,"There are few resumes like hers in politics. She has served the public interest for decades, and that level of involvement would make her the most experienced president-elect to enter the White House since George Herbert Walker Bush."
"Sun-Sentinel","Fort Lauderdale, FL",210856,"C","Mitt Romney","http://www.sun-sentinel.com/opinion/endorsements/fl-endorsement-hillary-clinton-president-20161001-story.html",26.1224386,-80.1373174,"The very bottom line? Trump is not qualified. Hillary is fully qualified to serve as president of the United States. Use your vote to swing this swing state to Hillary."
"The Cincinnati Enquirer","Cincinnati, OH",207968,"C","Mitt Romney","http://www.cincinnati.com/story/opinion/editorials/2016/09/23/enquirer-endorses-hillary-clinton-donald-trump/90728344/",39.113913,-84.533257,"The Enquirer has supported Republicans for president for almost a century – a tradition this editorial board doesn’t take lightly. But this is not a traditional race, and these are not traditional times. Our country needs calm, thoughtful leadership to deal with the challenges we face at home and abroad. We need a leader who will bring out the best in all Americans, not the worst."
"Las Vegas Sun","Las Vegas, NV",203736,"C","Barack Obama","http://m.lasvegassun.com/news/2016/oct/09/we-endorse-clinton-for-president-and-implore-voter/",36.147233,-115.188938,"In Donald Trump, Republican voters have selected a man who by all measures is dangerously unqualified to occupy the most powerful and stressful office in the world. "
"Las Vegas Review-Journal","Las Vegas, NV",203736,"T","Mitt Romney","http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president",36.1699412,-115.1398296,"Mr. Trump represents neither the danger his critics claim nor the magic elixir many of his supporters crave. But he promises to be a source of disruption and discomfort to the privileged, back-scratching political elites for whom the nation’s strength and solvency have become subservient to power’s pursuit and preservation."
"The Courier-Journal","Louisville, KY",202164,"C","Barack Obama","http://www.courier-journal.com/story/opinion/editorials/2016/10/16/courier-journal-editorial-hillary-clinton-best-choice-donald-trump/92054186/",38.2526647,-85.7584557,"Trump has campaigned on fear, not hope. We can’t back his candidacy."
"The Tennessean","Nashville, TN",198214,"NO","Mitt Romney","http://www.tennessean.com/story/opinion/editorials/2016/10/23/we-endorse-legitimacy-us-electoral-system/92486718/",36.1626638,-86.7816016,"Trump&rsquo;s outrageous claims threaten the legitimacy of every elected official in the country."
"Austin American-Statesman","Austin, TX",191000,"NO","No endorsement","http://viewpoints.blog.statesman.com/2016/02/15/heres-why-we-are-not-endorsing-in-the-presidential-primary/",30.245701,-97.768814,"In a political cycle that has already generated more heat than light, even with the talents of our writers, it is unlikely that we would unearth any new nugget that might sway readers from one candidate to the other. "
"Arkansas Democrat-Gazette","Little Rock, AR",179134,"NO","Mitt Romney","http://www.arkansasonline.com/news/2016/oct/09/not-for-the-donald-20161009/?f=opinion",34.743668,-92.270122,"Come 2020, we hope the parties nominate better candidates. And save us from the Tom and Daisy Buchanans out there. And the Donald Trumps."
"Hartford Courant","Hartford, CT",178515,"C","Barack Obama","http://www.courant.com/opinion/editorials/hc-ed-courant-endorses-hillary-clinton-20161006-story.html",41.7637111,-72.6850932,"But this is — unfortunately — no longer an election about those issues. Mr. Trump, through his threats, mocking and willingness to insult women, Hispanics, African-Americans, Muslims, the disabled, people who are overweight and others, has turned this into a referendum on what kind of America we want to be:\nThe kind where everyone is treated equally, or a nation that indulges hate, prejudice and fear?"
"The Baltimore Sun","Baltimore, MD",177054,"C","Barack Obama","http://www.baltimoresun.com/news/opinion/editorial/bs-ed-hillary-clinton-endorsement-20160929-story.html",39.262363,-76.609235,"[T]his year, we have not been guarded at expressing our admiration for Ms. Clinton&rsquo;s experience, depth of knowledge, steadiness and leadership, nor have we hesitated to point out the utter lack of those qualities in her Republican opponent, Donald Trump."
"The Birmingham News","Birmingham, AL",176087,"C","No endorsement","http://www.al.com/opinion/index.ssf/2016/10/endorsement_hillary_clinton.html",33.5206608,-86.80249,"Any endorsement of Clinton will be a bitter pill to swallow for many in our state. For some, her lifelong record of public service is the mark of a career politician, rather than a public servant. We&rsquo;ve all watched her struggle to defend her emails, her charitable foundation and her record on foreign policy. Still, Hillary Clinton is more than qualified to be president, and in winning her party&rsquo;s nomination has reinforced the promise that our democratic process is equally open to all."
"The Record","Hackensack, NJ",175452,"C","Barack Obama","http://www.northjersey.com/news/the-record-endorsement-vote-for-clinton-a-fighter-qualified-for-the-presidency-1.1674909",40.8859325,-74.0434736,"The president cannot go on a 3 a.m. Twitter tirade against someone who offended him. The president cannot mock Americans or diminish their worth. The president cannot state that years of negotiated treaties with U.S. allies will be thrown out on a whim. The president cannot think sexual assault is a joke."
"The Des Moines Register","Des Moines, IA",174208,"C","Mitt Romney","http://www.desmoinesregister.com/story/opinion/editorials/endorsement/2016/10/15/registers-endorsement-clinton-vote-american-values/92009448/",41.5178973,-93.6714386,"For those who believe America should be a beacon of a hope in a world ravaged by terrorism, that it should be a force for good and that its leaders should embody all that is best about this nation, there is only one choice for president: Hillary Clinton."
"Honolulu Star-Advertiser","Honolulu, HI",171160,"C","Barack Obama","http://www.staradvertiser.com/2016/10/23/editorial/at-long-last-elect-hillary-clinton/",21.3069444,-157.8583333,"Few election seasons in the nation’s history have been as brutal and ugly as the one that will end Nov. 8 with the election of the 45th president of the United States. And few alive today can recall a time when the country was as divided and in need of healing as it is now. "
"News & Record","Greensboro, NC",170000,"C","","http://www.greensboro.com/opinion/n_and_r_editorials/our-opinion-clinton-for-president/article_21eb0ff6-9337-5b5f-8c6c-6d90c5009505.html",36.0726354,-79.7919754,"Hillary Clinton is a flawed candidate for president but the only responsible choice in this election."
"The Charlotte Observer","Charlotte, NC",157383,"C","Barack Obama","http://www.charlotteobserver.com/opinion/editorials/article105437296.html",35.2270869,-80.8431267,"Both Democrats and Republicans also can find comfort in Clinton’s policy positions. She’s one of the most moderate Democratic nominees in decades, with a fondness for trade deals and a hawkishness on foreign policy that makes the far-left wing of her party uneasy."
"Miami Herald","Miami, FL",153360,"C","Barack Obama","http://www.miamiherald.com/opinion/op-ed/article108145747.html",25.7883568,-80.1865415,"Ms. Clinton understands the urgency of climate change, and as her recent local appearance with former Vice President Al Gore highlights, she gets that South Florida is Ground Zero for the ravages of sea-level rise. More important, Ms. Clinton has laid out a multi-pronged achievable plan to tackle it. Mr. Trump, by the way, has said climate change is a hoax perpetrated by China."
"The Detroit News","Detroit, MI",146962,"J","Mitt Romney","http://www.detroitnews.com/story/opinion/editorials/2016/09/28/endorse-johnson-president/91254412/",42.331427,-83.0457538,"Today this newspaper does something it has never done in its 143-year history: endorse someone other than the Republican candidate in a presidential contest.\nSince its founding in 1873, The Detroit News has backed a Republican every time it has made a presidential endorsement.\nWe abandon that long and estimable tradition this year for one reason: Donald J. Trump."
"The News & Observer","Raleigh, NC",144982,"C","Barack Obama","http://www.newsobserver.com/opinion/editorials/article106974777.html",35.7795897,-78.6381787,"Let’s stop pretending Donald Trump is a reasonable choice in this presidential election. He has disqualified himself by his broken contracts and his sealed taxes, his pouting and his tantrums, his midday statements and his midnight tweets."
"The Buffalo News","Buffalo, NY",138854,"C","Barack Obama","http://buffalonews.com/2016/10/27/editorial-clintons-experience-trumps-faults-leave-voters-one-realistic-choice/",42.8864468,-78.8783689,"To some extent, this is a matter of applying a version of the Sherlock Holmes theorem: &lsquo;When you have eliminated the impossible, whatever remains, however improbable, must be the truth.&rsquo; Trump is impossible – politically, temperamentally and democratically. He knows little of government, talks like a tyrant and is perilously given to whatever whim overtakes his fevered brain."
"The Grand Rapids Press","Grand Rapids, MI",136000,"C","Mitt Romney","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",42.9633599,-85.6680863,"We feel our leaders should bring us together. Clinton has a history of reaching across the aisle as a U.S. senator and building solid relationships with Republicans. We feel she is the only candidate who will represent all Americans, whether they don&rsquo;t like her personally or disagree with her policies."
"The Commercial Appeal","Memphis, TN",133788,"C","No endorsement","http://www.commercialappeal.com/story/opinion/editorials/2016/10/08/our-recommendation-hillary-clinton/91610332/",35.1495343,-90.0489801,"We hope Memphis area voters join with those from around the U.S. and cancel the worst reality TV show in history, The Donald Trump Show. We do not gamble with this nation&rsquo;s safety and security."
"The Salt Lake Tribune","Salt Lake City, UT",133025,"C","Barack Obama","http://www.sltrib.com/opinion/4455498-155/editorial-in-the-end-hillary-clinton",40.7607793,-111.8910474,"Clinton&rsquo;s devotion to making the world a better place for the less fortunate, especially children, has been the core of her whole career. She sees the threats of terror abroad, gun violence at home and climate change globally and has plans to address all of that, and more."
"Democrat and Chronicle","Rochester, NY",131456,"C","Barack Obama","http://www.democratandchronicle.com/story/opinion/editorials/2016/10/14/rochester-democrat-and-chronicle-endorses-hillary-clinton-for-president/92047088/",43.16103,-77.6109219,"We are aware that Trump’s most loyal supporters in Rochester will chalk this off as another example of media bias.\nBut, as members of the fourth estate, we are upholding our foremost responsibility, which is to help maintain a functioning democracy. There is no question that this Editorial Board is biased against the selection of a man who, because of his character, is egregiously incapable of contributing to that goal."
"The Fresno Bee","Fresno, CA",128769,"C","Barack Obama","http://www.fresnobee.com/opinion/editorials/article106756647.html",36.740264,-119.7957674,"Think of what a Trump presidency would mean to the San Joaquin Valley. If he follows through on his tough talk about deporting undocumented immigrants, there would be no one to pick the crops of the Valley’s ag-based economy. His deportation plan would rip apart many longtime, hardworking Valley families. Trump even wants to end citizenship for U.S. born children of undocumented immigrants – citizenship that is guaranteed by the 14th Amendment."
"Omaha World-Herald","Omaha, NE",117059,"C","Mitt Romney","http://www.omaha.com/opinion/editorial-hillary-clinton-is-prudent-pick-for-president/article_94a58d80-9341-11e6-a7e8-cf8bfd4f296a.html",41.2523634,-95.9979883,"With that much on the line, the prudent vote would go toward the least risky candidate for president. Put another way, the candidate who would have the best chance to implement changes by working with Congress, foreign and domestic leaders and military leaders under normal circumstances as well as during a crisis."
"The News Tribune","Tacoma, WA",116026,"C","Barack Obama","http://www.thenewstribune.com/opinion/article109667622.html",47.2528768,-122.4442906,"But in the final reckoning, Clinton’s problems are a mere sideshow compared to Trump’s three-ring circus."
"The Oklahoman","Oklahoma City, OK",112225,"NO","Mitt Romney","http://newsok.com/on-nov.-8-good-of-the-country-must-come-first/article/5522581",35.4829357,-97.5463885,"One nominee, Republican Donald Trump, is the wildest of wild cards. The other, Democrat Hillary Clinton, is a serially dishonest political lifer. In different ways, both would promote policies that harm this nation. Whether Trump or Clinton wins, conservative control of Congress is needed as a bulwark against their misguided policies."
"The Beaumont Enterprise","Beaumont, TX",110722,"C","Mitt Romney","http://www.beaumontenterprise.com/opinions/editorials/article/EDITORIAL-Hillary-Clinton-is-the-least-10059800.php",30.080174,-94.1265562,"We won&rsquo;t bother to list the people or groups he has insulted; it&rsquo;s too long. Ditto for the many glaring lies he has told. No, with Trump it comes down to a five-letter word: unfit. The man is morally, temperamentally and intellectually unfit to hold the most important job on earth. Even a great many prominent Republicans believe this. Count among them the first family of Texas politics - the Bushes - and former GOP presidential candidates John McCain and Mitt Romney."
"Richmond Times-Dispatch","Richmond, VA",109345,"J","Mitt Romney","http://www.richmond.com/opinion/our-opinion/article_b79cc2b6-8ed5-532c-92eb-4a37e779c433.html",37.5407246,-77.4360481,"In this autumn of our electoral discontent, hope springs, as it so often does in the American republic, from unexpected precincts. Much of the country is distressed by the presidential candidates offered by the two conventional political parties. And for good reason. Neither Donald Trump nor Hillary Clinton meets the fundamental moral and professional standards we have every right to expect of an American president. Fortunately, there is a reasonable — and formidable — alternative."
"Asbury Park Press","Asbury Park, NJ",109060,"C","Barack Obama","http://www.app.com/story/opinion/editorials/2016/10/08/donald-trump-video-resign/91813602/",40.2203907,-74.0120817,"Trump is a disgrace to the nation. He should abandon the race now — for the good of the country and the good of the Republican Party. If he refuses, as he has so far insisted he will do, every Republican leader and every Republican candidate on the ballot next month should condemn him and publicly urge him to terminate his campaign."
"The Times-Picayune","New Orleans, LA",108690,"C","No endorsement","http://www.nola.com/politics/index.ssf/2016/10/hillary_clinton_president_1.html",29.9510658,-90.0715323,"[F]or New Orleanians, perhaps the most compelling contrast between Mr. Trump and Mrs. Clinton is his intolerance and her inclusiveness. New Orleans has diversity in its DNA. A president who routinely degrades African-Americans, Hispanics, Muslims and women could not, and would not, represent us."
"The News Journal","Wilmington, DE",104570,"C","Barack Obama","http://www.delawareonline.com/story/opinion/editorials/2016/11/04/editorial-news-journal-endorses-hillary-clinton-president/93300222/",39.695632,-75.599227,"What is plain to see is Hillary Clinton’s intelligence, patience, poise, charisma, willingness to listen, compassion, and, perhaps most importantly, understanding of our Constitution what it takes to preserve its fundamental values."
"Albuquerque Journal","Albuquerque, NM",104296,"NO","Mitt Romney","https://www.abqjournal.com/878277/editorial-no-good-choice-for-president-2.html",35.1703137,-106.5871861,"[V]oters are left with the choice between a bombastic, crude and undisciplined demagogue — a true megalomaniac — and a corrupt, secretive, reflexive liar whose mannerisms and policy positions shift depending on the crowd to whom she is speaking."
"The State","Columbia, SC",104218,"C","No endorsement","http://www.thestate.com/opinion/editorials/article111181492.html",34.0007104,-81.0348144,"On national security, we’ll take Mrs. Clinton’s experience on the Armed Services Committee and as secretary of state over Mr. Trump’s hollow claims to know more about ISIS than America’s generals."
"Press-Register","Mobile, AL",103373,"C","No endorsement","http://www.al.com/opinion/index.ssf/2016/10/endorsement_hillary_clinton.html",30.6953657,-88.0398912,"Donald Trump must not be president."
"Daily Herald","Arlington Heights, IL",102293,"C","Mitt Romney","http://www.dailyherald.com/article/20161022/discuss/161029666/",42.0883603,-87.9806265,"The explanation for our opposition, and for that of almost every newspaper editorial board in the country, is much simpler — rooted not in conspiracy but in our sense of obligation. For the first time in decades of elections, we arrive at 2016 to witness the candidacy of a narcissistic demagogue whose election could imperil the country."
"Deseret News","Salt Lake City, UT",102194,"NT","No endorsement","http://www.deseretnews.com/article/865664336/In-our-opinion-Donald-Trump-should-resign-his-candidacy.html",40.7607793,-111.8910474,"We prefer to stand for something rather than against someone. But this is one of those rare moments where it is necessary to take a clear stand against the hucksterism, misogyny, narcissism and latent despotism that infect the Trump campaign even as we hope for a more auspicious future of liberty, prosperity and peace for the nation."
"The Florida Times-Union","Jacksonville, FL",100644,"T","Mitt Romney","http://jacksonville.com/opinion/2016-11-04/editorial-trump-change-agent-america-needs",30.324359,-81.667306,"America needs a major shake-up. There is only one presidential candidate with the will and ability to do it.\nDonald Trump, despite all of his faults, is best suited to blow up the inbred corruption of the Washington-New York elites."
